Batch_ID,Time_Point_Month,Storage_Temperature,Potency,Degradation
BATCH_0349,9,30,99.91,0.09
BATCH_0349,12,30,98.42,1.58
BATCH_0350,0,30,99.07,0.93
BATCH_0350,1,25,99.74,0.26
BATCH_0350,3,30,98.55,1.45
BATCH_0350,6,30,97.83,2.17
BATCH_0350,9,25,97.04,2.96
BATCH_0350,12,25,96.74,3.26
BATCH_0351,0,25,99.9,0.1
BATCH_0351,1,40,98.94,1.06
BATCH_0351,3,40,98.79,1.21
BATCH_0351,6,40,98.12,1.88
BATCH_0351,9,30,96.61,3.39
BATCH_0351,12,30,96.12,3.88
BATCH_0352,0,40,100.17,0.0
BATCH_0352,1,40,98.22,1.78
BATCH_0352,3,25,98.01,1.99
BATCH_0352,6,30,97.79,2.21
BATCH_0352,9,30,96.42,3.58
BATCH_0352,12,30,94.89,5.11
BATCH_0353,0,30,101.03,0.0
BATCH_0353,1,40,100.03,0.0
BATCH_0353,3,25,99.79,0.21
BATCH_0353,6,40,100.02,0.0
BATCH_0353,9,40,98.84,1.16
BATCH_0353,12,25,97.16,2.84
BATCH_0354,0,30,101.28,0.0
BATCH_0354,1,25,100.56,0.0
BATCH_0354,3,25,100.35,0.0
BATCH_0354,6,40,99.73,0.27
BATCH_0354,9,40,98.53,1.47
BATCH_0354,12,25,96.53,3.47
BATCH_0355,0,25,98.32,1.68
BATCH_0355,1,25,98.31,1.69
BATCH_0355,3,30,97.07,2.93
BATCH_0355,6,25,96.77,3.23
BATCH_0355,9,25,95.62,4.38
BATCH_0355,12,40,94.61,5.39
BATCH_0356,0,40,100.8,0.0
BATCH_0356,1,25,100.63,0.0
BATCH_0356,3,30,100.57,0.0
BATCH_0356,6,40,99.14,0.86
BATCH_0356,9,30,97.96,2.04
BATCH_0356,12,30,96.37,3.63
BATCH_0357,0,25,100.51,0.0
BATCH_0357,1,40,98.82,1.18
BATCH_0357,3,25,99.01,0.99
BATCH_0357,6,25,97.74,2.26
BATCH_0357,9,25,97.4,2.6
BATCH_0357,12,30,96.34,3.66
BATCH_0358,0,30,98.24,1.76
BATCH_0358,1,30,97.08,2.92
BATCH_0358,3,25,98.04,1.96
BATCH_0358,6,40,96.53,3.47
BATCH_0358,9,40,96.25,3.75
BATCH_0358,12,25,94.92,5.08
BATCH_0359,0,25,98.53,1.47
BATCH_0359,1,30,97.82,2.18
BATCH_0359,3,30,97.85,2.15
BATCH_0359,6,40,96.76,3.24
BATCH_0359,9,25,96.09,3.91
BATCH_0359,12,30,95.26,4.74
BATCH_0360,0,25,99.47,0.53
BATCH_0360,1,25,100.19,0.0
BATCH_0360,3,30,99.44,0.56
BATCH_0360,6,25,98.67,1.33
BATCH_0360,9,30,98.08,1.92
BATCH_0360,12,25,96.07,3.93
BATCH_0361,0,40,99.85,0.15
BATCH_0361,1,40,100.73,0.0
BATCH_0361,3,30,99.23,0.77
BATCH_0361,6,30,97.96,2.04
BATCH_0361,9,30,97.5,2.5
BATCH_0361,12,30,96.4,3.6
BATCH_0362,0,30,99.65,0.35
BATCH_0362,1,30,99.44,0.56
BATCH_0362,3,25,98.59,1.41
BATCH_0362,6,40,98.08,1.92
BATCH_0362,9,25,97.45,2.55
BATCH_0362,12,40,96.03,3.97
BATCH_0363,0,40,97.74,2.26
BATCH_0363,1,40,97.8,2.2
BATCH_0363,3,25,97.35,2.65
BATCH_0363,6,30,95.54,4.46
BATCH_0363,9,30,95.96,4.04
BATCH_0363,12,30,95.2,4.8
BATCH_0364,0,25,101.68,0.0
BATCH_0364,1,40,102.15,0.0
BATCH_0364,3,40,100.9,0.0
BATCH_0364,6,40,100.7,0.0
BATCH_0364,9,30,98.94,1.06
BATCH_0364,12,40,97.65,2.35
BATCH_0365,0,40,101.07,0.0
BATCH_0365,1,40,100.53,0.0
BATCH_0365,3,40,99.7,0.3
BATCH_0365,6,25,99.14,0.86
BATCH_0365,9,25,97.44,2.56
BATCH_0365,12,25,96.37,3.63
BATCH_0366,0,25,99.79,0.21
BATCH_0366,1,40,98.25,1.75
BATCH_0366,3,25,98.4,1.6
BATCH_0366,6,40,98.32,1.68
BATCH_0366,9,40,97.28,2.72
BATCH_0366,12,40,96.56,3.44
BATCH_0367,0,30,100.87,0.0
BATCH_0367,1,30,100.35,0.0
BATCH_0367,3,40,100.27,0.0
BATCH_0367,6,40,98.2,1.8
BATCH_0367,9,25,98.61,1.39
BATCH_0367,12,25,97.53,2.47
BATCH_0368,0,40,101.01,0.0
BATCH_0368,1,25,100.48,0.0
BATCH_0368,3,25,100.04,0.0
BATCH_0368,6,40,98.41,1.59
BATCH_0368,9,40,97.16,2.84
BATCH_0368,12,40,96.0,4.0
BATCH_0369,0,40,99.53,0.47
BATCH_0369,1,25,100.85,0.0
BATCH_0369,3,25,99.1,0.9
BATCH_0369,6,25,97.79,2.21
BATCH_0369,9,30,96.9,3.1
BATCH_0369,12,25,96.33,3.67
BATCH_0370,0,25,99.6,0.4
BATCH_0370,1,40,99.8,0.2
BATCH_0370,3,25,99.35,0.65
BATCH_0370,6,40,99.42,0.58
BATCH_0370,9,30,98.38,1.62
BATCH_0370,12,40,96.29,3.71
BATCH_0371,0,40,99.55,0.45
BATCH_0371,1,40,100.03,0.0
BATCH_0371,3,30,99.02,0.98
BATCH_0371,6,25,97.22,2.78
BATCH_0371,9,25,96.85,3.15
BATCH_0371,12,25,96.16,3.84
BATCH_0372,0,30,100.98,0.0
BATCH_0372,1,25,99.65,0.35
BATCH_0372,3,40,98.53,1.47
BATCH_0372,6,30,99.54,0.46
BATCH_0372,9,40,97.48,2.52
BATCH_0372,12,30,96.32,3.68
BATCH_0373,0,25,100.22,0.0
BATCH_0373,1,30,100.62,0.0
BATCH_0373,3,30,99.08,0.92
BATCH_0373,6,30,97.75,2.25
BATCH_0373,9,40,97.44,2.56
BATCH_0373,12,25,96.1,3.9
BATCH_0374,0,25,98.94,1.06
BATCH_0374,1,40,98.75,1.25
BATCH_0374,3,40,98.61,1.39
BATCH_0374,6,30,98.32,1.68
BATCH_0374,9,30,96.64,3.36
BATCH_0374,12,25,95.57,4.43
BATCH_0375,0,40,98.03,1.97
BATCH_0375,1,40,96.93,3.07
BATCH_0375,3,30,96.03,3.97
BATCH_0375,6,25,94.73,5.27
BATCH_0375,9,40,95.52,4.48
BATCH_0375,12,40,93.34,6.66
BATCH_0376,0,25,98.71,1.29
BATCH_0376,1,40,98.34,1.66
BATCH_0376,3,25,97.71,2.29
BATCH_0376,6,25,98.0,2.0
BATCH_0376,9,40,96.85,3.15
BATCH_0376,12,40,95.68,4.32
BATCH_0377,0,30,100.14,0.0
BATCH_0377,1,30,99.93,0.07
BATCH_0377,3,40,99.44,0.56
BATCH_0377,6,25,97.85,2.15
BATCH_0377,9,25,97.56,2.44
BATCH_0377,12,30,96.58,3.42
BATCH_0378,0,40,98.4,1.6
BATCH_0378,1,30,97.86,2.14
BATCH_0378,3,30,96.61,3.39
BATCH_0378,6,40,96.9,3.1
BATCH_0378,9,40,95.07,4.93
BATCH_0378,12,25,94.15,5.85
BATCH_0379,0,40,98.05,1.95
BATCH_0379,1,30,98.59,1.41
BATCH_0379,3,25,98.66,1.34
BATCH_0379,6,40,97.08,2.92
BATCH_0379,9,30,96.47,3.53
BATCH_0379,12,40,95.66,4.34
BATCH_0380,0,25,99.11,0.89
BATCH_0380,1,30,97.96,2.04
BATCH_0380,3,25,97.89,2.11
BATCH_0380,6,30,96.7,3.3
BATCH_0380,9,40,96.48,3.52
BATCH_0380,12,25,96.39,3.61
BATCH_0381,0,40,100.52,0.0
BATCH_0381,1,25,100.48,0.0
BATCH_0381,3,25,100.08,0.0
BATCH_0381,6,30,98.24,1.76
BATCH_0381,9,25,98.65,1.35
BATCH_0381,12,40,97.43,2.57
BATCH_0382,0,30,99.42,0.58
BATCH_0382,1,30,98.9,1.1
BATCH_0382,3,30,99.41,0.59
BATCH_0382,6,25,97.33,2.67
BATCH_0382,9,25,97.19,2.81
BATCH_0382,12,40,95.49,4.51
BATCH_0383,0,25,99.39,0.61
BATCH_0383,1,40,100.16,0.0
BATCH_0383,3,30,99.02,0.98
BATCH_0383,6,25,97.18,2.82
BATCH_0383,9,25,97.09,2.91
BATCH_0383,12,30,96.25,3.75
BATCH_0384,0,25,101.63,0.0
BATCH_0384,1,40,101.55,0.0
BATCH_0384,3,30,99.74,0.26
BATCH_0384,6,30,98.61,1.39
BATCH_0384,9,30,98.0,2.0
BATCH_0384,12,30,97.51,2.49
BATCH_0385,0,40,99.6,0.4
BATCH_0385,1,40,100.93,0.0
BATCH_0385,3,25,99.69,0.31
BATCH_0385,6,30,98.72,1.28
BATCH_0385,9,25,98.34,1.66
BATCH_0385,12,30,96.46,3.54
BATCH_0386,0,30,99.98,0.02
BATCH_0386,1,40,99.75,0.25
BATCH_0386,3,40,98.7,1.3
BATCH_0386,6,30,97.77,2.23
BATCH_0386,9,30,97.32,2.68
BATCH_0386,12,30,96.13,3.87
BATCH_0387,0,30,98.23,1.77
BATCH_0387,1,25,97.04,2.96
BATCH_0387,3,40,98.34,1.66
BATCH_0387,6,30,97.65,2.35
BATCH_0387,9,25,96.53,3.47
BATCH_0387,12,25,93.51,6.49
BATCH_0388,0,30,99.11,0.89
BATCH_0388,1,30,98.82,1.18
BATCH_0388,3,25,97.83,2.17
BATCH_0388,6,30,97.29,2.71
BATCH_0388,9,25,96.12,3.88
BATCH_0388,12,30,94.75,5.25
BATCH_0389,0,30,99.86,0.14
BATCH_0389,1,25,99.08,0.92
BATCH_0389,3,25,98.75,1.25
BATCH_0389,6,30,97.68,2.32
BATCH_0389,9,40,96.88,3.12
BATCH_0389,12,40,96.61,3.39
BATCH_0390,0,40,100.94,0.0
BATCH_0390,1,25,99.83,0.17
BATCH_0390,3,25,99.76,0.24
BATCH_0390,6,25,98.04,1.96
BATCH_0390,9,25,96.94,3.06
BATCH_0390,12,30,97.33,2.67
BATCH_0391,0,30,99.87,0.13
BATCH_0391,1,30,98.37,1.63
BATCH_0391,3,25,98.58,1.42
BATCH_0391,6,30,98.01,1.99
BATCH_0391,9,40,96.27,3.73
BATCH_0391,12,25,95.07,4.93
BATCH_0392,0,30,100.72,0.0
BATCH_0392,1,25,99.08,0.92
BATCH_0392,3,25,99.53,0.47
BATCH_0392,6,40,98.52,1.48
BATCH_0392,9,30,97.97,2.03
BATCH_0392,12,30,96.72,3.28
BATCH_0393,0,30,98.67,1.33
BATCH_0393,1,40,99.1,0.9
BATCH_0393,3,40,98.44,1.56
BATCH_0393,6,25,97.53,2.47
BATCH_0393,9,30,96.23,3.77
BATCH_0393,12,30,96.11,3.89
BATCH_0394,0,30,100.11,0.0
BATCH_0394,1,30,100.62,0.0
BATCH_0394,3,30,98.88,1.12
BATCH_0394,6,25,98.63,1.37
BATCH_0394,9,30,98.06,1.94
BATCH_0394,12,40,97.07,2.93
BATCH_0395,0,30,99.32,0.68
BATCH_0395,1,30,98.76,1.24
BATCH_0395,3,40,98.1,1.9
BATCH_0395,6,40,97.75,2.25
BATCH_0395,9,40,96.69,3.31
BATCH_0395,12,40,96.6,3.4
BATCH_0396,0,40,101.46,0.0
BATCH_0396,1,25,101.89,0.0
BATCH_0396,3,40,100.74,0.0
BATCH_0396,6,30,100.01,0.0
BATCH_0396,9,25,98.82,1.18
BATCH_0396,12,25,97.55,2.45
BATCH_0397,0,40,100.35,0.0
BATCH_0397,1,30,100.3,0.0
BATCH_0397,3,30,99.75,0.25
BATCH_0397,6,40,98.91,1.09
BATCH_0397,9,40,98.41,1.59
BATCH_0397,12,40,97.12,2.88
BATCH_0398,0,40,99.03,0.97
BATCH_0398,1,25,99.69,0.31
BATCH_0398,3,30,97.97,2.03
BATCH_0398,6,30,96.87,3.13
BATCH_0398,9,25,97.25,2.75
BATCH_0398,12,30,95.69,4.31
BATCH_0399,0,30,99.76,0.24
BATCH_0399,1,25,99.32,0.68
BATCH_0399,3,40,98.79,1.21
BATCH_0399,6,25,97.78,2.22
BATCH_0399,9,25,97.18,2.82
BATCH_0399,12,30,95.6,4.4
BATCH_0400,0,40,100.13,0.0
BATCH_0400,1,25,99.61,0.39
BATCH_0400,3,40,97.87,2.13
BATCH_0400,6,25,98.54,1.46
BATCH_0400,9,40,97.43,2.57
BATCH_0400,12,40,96.34,3.66
BATCH_0401,0,30,101.1,0.0
BATCH_0401,1,30,101.77,0.0
BATCH_0401,3,30,102.01,0.0
BATCH_0401,6,30,100.04,0.0
BATCH_0401,9,30,98.28,1.72
BATCH_0401,12,40,98.04,1.96
BATCH_0402,0,40,97.82,2.18
BATCH_0402,1,40,97.53,2.47
BATCH_0402,3,25,97.37,2.63
BATCH_0402,6,25,95.6,4.4
BATCH_0402,9,40,95.5,4.5
BATCH_0402,12,25,95.34,4.66
BATCH_0403,0,25,100.99,0.0
BATCH_0403,1,40,99.3,0.7
BATCH_0403,3,30,99.83,0.17
BATCH_0403,6,25,99.15,0.85
BATCH_0403,9,30,97.87,2.13
BATCH_0403,12,30,97.28,2.72
BATCH_0404,0,25,100.69,0.0
BATCH_0404,1,25,100.85,0.0
BATCH_0404,3,25,100.58,0.0
BATCH_0404,6,25,98.48,1.52
BATCH_0404,9,30,97.72,2.28
BATCH_0404,12,40,98.42,1.58
BATCH_0405,0,25,99.78,0.22
BATCH_0405,1,40,98.82,1.18
BATCH_0405,3,30,98.64,1.36
BATCH_0405,6,30,98.04,1.96
BATCH_0405,9,25,96.85,3.15
BATCH_0405,12,40,96.56,3.44
BATCH_0406,0,40,98.96,1.04
BATCH_0406,1,40,99.51,0.49
BATCH_0406,3,25,97.66,2.34
BATCH_0406,6,40,98.84,1.16
BATCH_0406,9,25,96.49,3.51
BATCH_0406,12,25,94.97,5.03
BATCH_0407,0,30,100.53,0.0
BATCH_0407,1,25,99.85,0.15
BATCH_0407,3,40,99.73,0.27
BATCH_0407,6,30,98.78,1.22
BATCH_0407,9,40,97.85,2.15
BATCH_0407,12,25,96.65,3.35
BATCH_0408,0,25,99.97,0.03
BATCH_0408,1,25,99.91,0.09
BATCH_0408,3,25,98.98,1.02
BATCH_0408,6,25,97.66,2.34
BATCH_0408,9,40,96.78,3.22
BATCH_0408,12,40,96.66,3.34
BATCH_0409,0,25,100.46,0.0
BATCH_0409,1,25,99.04,0.96
BATCH_0409,3,40,99.09,0.91
BATCH_0409,6,30,99.38,0.62
BATCH_0409,9,30,98.46,1.54
BATCH_0409,12,30,97.35,2.65
BATCH_0410,0,25,102.99,0.0
BATCH_0410,1,40,102.76,0.0
BATCH_0410,3,25,102.31,0.0
BATCH_0410,6,40,100.91,0.0
BATCH_0410,9,30,101.23,0.0
BATCH_0410,12,40,98.61,1.39
BATCH_0411,0,40,100.47,0.0
BATCH_0411,1,40,99.85,0.15
BATCH_0411,3,30,98.8,1.2
BATCH_0411,6,25,97.46,2.54
BATCH_0411,9,30,96.34,3.66
BATCH_0411,12,25,96.24,3.76
BATCH_0412,0,30,101.07,0.0
BATCH_0412,1,25,99.61,0.39
BATCH_0412,3,40,99.31,0.69
BATCH_0412,6,40,97.82,2.18
BATCH_0412,9,25,97.17,2.83
BATCH_0412,12,40,96.59,3.41
BATCH_0413,0,25,100.88,0.0
BATCH_0413,1,30,101.1,0.0
BATCH_0413,3,40,100.11,0.0
BATCH_0413,6,30,99.2,0.8
BATCH_0413,9,40,99.58,0.42
BATCH_0413,12,30,98.78,1.22
BATCH_0414,0,30,99.75,0.25
BATCH_0414,1,25,100.88,0.0
BATCH_0414,3,25,99.38,0.62
BATCH_0414,6,25,98.34,1.66
BATCH_0414,9,25,98.14,1.86
BATCH_0414,12,40,96.39,3.61
BATCH_0415,0,25,98.44,1.56
BATCH_0415,1,30,98.0,2.0
BATCH_0415,3,30,98.23,1.77
BATCH_0415,6,25,96.89,3.11
BATCH_0415,9,40,96.17,3.83
BATCH_0415,12,30,94.65,5.35
BATCH_0416,0,40,101.86,0.0
BATCH_0416,1,30,102.1,0.0
BATCH_0416,3,25,101.42,0.0
BATCH_0416,6,25,99.54,0.46
BATCH_0416,9,25,99.11,0.89
BATCH_0416,12,40,97.98,2.02
BATCH_0417,0,40,100.56,0.0
BATCH_0417,1,30,100.61,0.0
BATCH_0417,3,25,99.54,0.46
BATCH_0417,6,30,98.76,1.24
BATCH_0417,9,25,98.07,1.93
BATCH_0417,12,40,97.03,2.97
BATCH_0418,0,30,99.26,0.74
BATCH_0418,1,30,98.54,1.46
BATCH_0418,3,30,98.51,1.49
BATCH_0418,6,40,97.92,2.08
BATCH_0418,9,25,96.2,3.8
BATCH_0418,12,30,95.48,4.52
BATCH_0419,0,25,100.91,0.0
BATCH_0419,1,25,100.1,0.0
BATCH_0419,3,25,98.8,1.2
BATCH_0419,6,30,97.96,2.04
BATCH_0419,9,40,97.36,2.64
BATCH_0419,12,40,96.47,3.53
BATCH_0420,0,30,98.17,1.83
BATCH_0420,1,40,97.17,2.83
BATCH_0420,3,30,97.83,2.17
BATCH_0420,6,25,97.01,2.99
BATCH_0420,9,25,96.26,3.74
BATCH_0420,12,25,95.76,4.24
BATCH_0421,0,25,100.24,0.0
BATCH_0421,1,25,98.78,1.22
BATCH_0421,3,40,99.63,0.37
BATCH_0421,6,30,98.09,1.91
BATCH_0421,9,25,97.38,2.62
BATCH_0421,12,30,96.63,3.37
BATCH_0422,0,30,101.19,0.0
BATCH_0422,1,30,99.59,0.41
BATCH_0422,3,40,98.63,1.37
BATCH_0422,6,40,98.9,1.1
BATCH_0422,9,30,97.83,2.17
BATCH_0422,12,40,96.24,3.76
BATCH_0423,0,25,100.87,0.0
BATCH_0423,1,40,99.57,0.43
BATCH_0423,3,30,100.41,0.0
BATCH_0423,6,25,98.26,1.74
BATCH_0423,9,25,97.72,2.28
BATCH_0423,12,30,96.36,3.64
BATCH_0424,0,40,99.41,0.59
BATCH_0424,1,40,99.39,0.61
BATCH_0424,3,30,98.57,1.43
BATCH_0424,6,40,97.39,2.61
BATCH_0424,9,30,97.41,2.59
BATCH_0424,12,40,96.39,3.61
BATCH_0425,0,30,101.15,0.0
BATCH_0425,1,30,100.48,0.0
BATCH_0425,3,30,100.01,0.0
BATCH_0425,6,30,99.71,0.29
BATCH_0425,9,25,98.38,1.62
BATCH_0425,12,25,97.14,2.86
BATCH_0426,0,40,100.41,0.0
BATCH_0426,1,25,100.23,0.0
BATCH_0426,3,30,99.76,0.24
BATCH_0426,6,25,99.02,0.98
BATCH_0426,9,30,97.26,2.74
BATCH_0426,12,25,96.25,3.75
BATCH_0427,0,40,100.89,0.0
BATCH_0427,1,30,100.55,0.0
BATCH_0427,3,25,100.07,0.0
BATCH_0427,6,25,98.63,1.37
BATCH_0427,9,30,96.79,3.21
BATCH_0427,12,40,96.9,3.1
BATCH_0428,0,40,99.77,0.23
BATCH_0428,1,25,99.62,0.38
BATCH_0428,3,40,99.69,0.31
BATCH_0428,6,30,98.48,1.52
BATCH_0428,9,25,97.0,3.0
BATCH_0428,12,30,96.54,3.46
BATCH_0429,0,30,102.11,0.0
BATCH_0429,1,30,99.96,0.04
BATCH_0429,3,30,100.75,0.0
BATCH_0429,6,40,98.79,1.21
BATCH_0429,9,25,98.71,1.29
BATCH_0429,12,30,98.44,1.56
BATCH_0430,0,40,97.88,2.12
BATCH_0430,1,30,97.31,2.69
BATCH_0430,3,40,97.22,2.78
BATCH_0430,6,25,95.68,4.32
BATCH_0430,9,30,95.09,4.91
BATCH_0430,12,30,94.78,5.22
BATCH_0431,0,30,100.4,0.0
BATCH_0431,1,40,99.57,0.43
BATCH_0431,3,40,99.6,0.4
BATCH_0431,6,25,98.28,1.72
BATCH_0431,9,40,97.55,2.45
BATCH_0431,12,30,96.94,3.06
BATCH_0432,0,40,99.43,0.57
BATCH_0432,1,25,98.33,1.67
BATCH_0432,3,30,98.14,1.86
BATCH_0432,6,25,97.97,2.03
BATCH_0432,9,40,96.44,3.56
BATCH_0432,12,40,95.58,4.42
BATCH_0433,0,30,100.66,0.0
BATCH_0433,1,30,98.97,1.03
BATCH_0433,3,25,99.77,0.23
BATCH_0433,6,30,97.33,2.67
BATCH_0433,9,25,97.02,2.98
BATCH_0433,12,25,96.44,3.56
BATCH_0434,0,40,99.22,0.78
BATCH_0434,1,30,99.4,0.6
BATCH_0434,3,25,98.67,1.33
BATCH_0434,6,40,98.33,1.67
BATCH_0434,9,40,97.54,2.46
BATCH_0434,12,25,96.11,3.89
BATCH_0435,0,40,98.42,1.58
BATCH_0435,1,40,97.59,2.41
BATCH_0435,3,30,97.32,2.68
BATCH_0435,6,25,96.41,3.59
BATCH_0435,9,25,95.29,4.71
BATCH_0435,12,25,94.84,5.16
BATCH_0436,0,25,99.02,0.98
BATCH_0436,1,25,98.97,1.03
BATCH_0436,3,40,98.67,1.33
BATCH_0436,6,25,97.24,2.76
BATCH_0436,9,30,95.99,4.01
BATCH_0436,12,40,96.23,3.77
BATCH_0437,0,30,99.78,0.22
BATCH_0437,1,25,99.77,0.23
BATCH_0437,3,25,99.32,0.68
BATCH_0437,6,40,97.99,2.01
BATCH_0437,9,40,97.15,2.85
BATCH_0437,12,25,97.21,2.79
BATCH_0438,0,40,99.48,0.52
BATCH_0438,1,40,100.1,0.0
BATCH_0438,3,40,99.09,0.91
BATCH_0438,6,40,98.05,1.95
BATCH_0438,9,25,96.96,3.04
BATCH_0438,12,30,95.96,4.04
BATCH_0439,0,25,101.79,0.0
BATCH_0439,1,40,101.38,0.0
BATCH_0439,3,40,100.7,0.0
BATCH_0439,6,30,99.29,0.71
BATCH_0439,9,30,99.15,0.85
BATCH_0439,12,25,96.61,3.39
BATCH_0440,0,40,99.19,0.81
BATCH_0440,1,40,99.31,0.69
BATCH_0440,3,25,98.1,1.9
BATCH_0440,6,30,96.94,3.06
BATCH_0440,9,25,96.17,3.83
BATCH_0440,12,25,95.21,4.79
BATCH_0441,0,30,98.36,1.64
BATCH_0441,1,25,98.04,1.96
BATCH_0441,3,40,97.33,2.67
BATCH_0441,6,30,97.36,2.64
BATCH_0441,9,40,96.35,3.65
BATCH_0441,12,30,95.0,5.0
BATCH_0442,0,25,98.91,1.09
BATCH_0442,1,40,98.97,1.03
BATCH_0442,3,25,98.54,1.46
BATCH_0442,6,30,96.56,3.44
BATCH_0442,9,30,97.05,2.95
BATCH_0442,12,25,95.36,4.64
BATCH_0443,0,30,99.83,0.17
BATCH_0443,1,25,100.52,0.0
BATCH_0443,3,40,99.2,0.8
BATCH_0443,6,25,98.01,1.99
BATCH_0443,9,25,97.27,2.73
BATCH_0443,12,30,97.26,2.74
BATCH_0444,0,30,100.09,0.0
BATCH_0444,1,25,100.22,0.0
BATCH_0444,3,30,98.63,1.37
BATCH_0444,6,25,98.8,1.2
BATCH_0444,9,30,97.96,2.04
BATCH_0444,12,40,96.99,3.01
BATCH_0445,0,30,101.36,0.0
BATCH_0445,1,40,99.47,0.53
BATCH_0445,3,30,100.06,0.0
BATCH_0445,6,30,99.06,0.94
BATCH_0445,9,25,97.51,2.49
BATCH_0445,12,30,97.36,2.64
BATCH_0446,0,25,101.35,0.0
BATCH_0446,1,30,100.93,0.0
BATCH_0446,3,25,100.81,0.0
BATCH_0446,6,30,98.78,1.22
BATCH_0446,9,40,98.43,1.57
BATCH_0446,12,40,96.24,3.76
BATCH_0447,0,25,100.79,0.0
BATCH_0447,1,25,100.61,0.0
BATCH_0447,3,25,99.92,0.08
BATCH_0447,6,25,99.24,0.76
BATCH_0447,9,25,98.42,1.58
BATCH_0447,12,30,96.17,3.83
BATCH_0448,0,40,102.17,0.0
BATCH_0448,1,25,100.37,0.0
BATCH_0448,3,30,100.23,0.0
BATCH_0448,6,30,99.65,0.35
BATCH_0448,9,40,99.38,0.62
BATCH_0448,12,25,98.06,1.94
BATCH_0449,0,30,101.68,0.0
BATCH_0449,1,30,101.14,0.0
BATCH_0449,3,40,99.77,0.23
BATCH_0449,6,25,99.66,0.34
BATCH_0449,9,25,98.55,1.45
BATCH_0449,12,25,97.09,2.91
BATCH_0450,0,30,102.03,0.0
BATCH_0450,1,40,101.43,0.0
BATCH_0450,3,40,100.44,0.0
BATCH_0450,6,25,100.67,0.0
BATCH_0450,9,40,99.44,0.56
BATCH_0450,12,25,98.75,1.25
BATCH_0451,0,25,99.82,0.18
BATCH_0451,1,25,99.52,0.48
BATCH_0451,3,25,98.76,1.24
BATCH_0451,6,40,98.49,1.51
BATCH_0451,9,25,97.23,2.77
BATCH_0451,12,40,96.12,3.88
BATCH_0452,0,40,100.0,0.0
BATCH_0452,1,40,100.66,0.0
BATCH_0452,3,25,99.46,0.54
BATCH_0452,6,30,98.52,1.48
BATCH_0452,9,30,97.48,2.52
BATCH_0452,12,30,97.41,2.59
BATCH_0453,0,25,100.02,0.0
BATCH_0453,1,25,100.39,0.0
BATCH_0453,3,40,99.29,0.71
BATCH_0453,6,30,99.16,0.84
BATCH_0453,9,25,97.35,2.65
BATCH_0453,12,25,95.67,4.33
BATCH_0454,0,40,99.22,0.78
BATCH_0454,1,25,98.86,1.14
BATCH_0454,3,30,98.5,1.5
BATCH_0454,6,25,96.85,3.15
BATCH_0454,9,25,96.63,3.37
BATCH_0454,12,40,96.55,3.45
BATCH_0455,0,40,100.35,0.0
BATCH_0455,1,30,100.11,0.0
BATCH_0455,3,25,99.83,0.17
BATCH_0455,6,30,97.91,2.09
BATCH_0455,9,25,96.57,3.43
BATCH_0455,12,40,96.44,3.56
BATCH_0456,0,40,98.85,1.15
BATCH_0456,1,30,97.53,2.47
BATCH_0456,3,25,97.44,2.56
BATCH_0456,6,30,96.32,3.68
BATCH_0456,9,40,94.88,5.12
BATCH_0456,12,40,94.61,5.39
BATCH_0457,0,25,99.1,0.9
BATCH_0457,1,30,98.9,1.1
BATCH_0457,3,40,98.19,1.81
BATCH_0457,6,40,97.59,2.41
BATCH_0457,9,30,97.28,2.72
BATCH_0457,12,25,95.87,4.13
BATCH_0458,0,25,98.58,1.42
BATCH_0458,1,40,99.19,0.81
BATCH_0458,3,40,98.84,1.16
BATCH_0458,6,25,97.09,2.91
BATCH_0458,9,30,95.86,4.14
BATCH_0458,12,40,95.54,4.46
BATCH_0459,0,40,98.56,1.44
BATCH_0459,1,40,99.78,0.22
BATCH_0459,3,30,99.16,0.84
BATCH_0459,6,40,98.59,1.41
BATCH_0459,9,25,97.15,2.85
BATCH_0459,12,40,96.7,3.3
BATCH_0460,0,40,99.0,1.0
BATCH_0460,1,40,98.57,1.43
BATCH_0460,3,40,98.44,1.56
BATCH_0460,6,30,96.88,3.12
BATCH_0460,9,40,96.47,3.53
BATCH_0460,12,30,95.09,4.91
BATCH_0461,0,25,99.2,0.8
BATCH_0461,1,25,99.66,0.34
BATCH_0461,3,30,98.36,1.64
BATCH_0461,6,40,98.02,1.98
BATCH_0461,9,25,96.84,3.16
BATCH_0461,12,25,96.24,3.76
BATCH_0462,0,40,100.06,0.0
BATCH_0462,1,30,100.36,0.0
BATCH_0462,3,25,100.05,0.0
BATCH_0462,6,40,98.3,1.7
BATCH_0462,9,25,98.02,1.98
BATCH_0462,12,25,97.59,2.41
BATCH_0463,0,40,98.56,1.44
BATCH_0463,1,30,99.21,0.79
BATCH_0463,3,40,98.64,1.36
BATCH_0463,6,40,96.56,3.44
BATCH_0463,9,40,96.79,3.21
BATCH_0463,12,40,95.06,4.94
BATCH_0464,0,30,99.13,0.87
BATCH_0464,1,30,98.3,1.7
BATCH_0464,3,40,98.25,1.75
BATCH_0464,6,30,96.67,3.33
BATCH_0464,9,30,95.68,4.32
BATCH_0464,12,30,95.45,4.55
BATCH_0465,0,30,99.61,0.39
BATCH_0465,1,25,98.47,1.53
BATCH_0465,3,40,97.53,2.47
BATCH_0465,6,25,97.35,2.65
BATCH_0465,9,25,96.79,3.21
BATCH_0465,12,25,95.37,4.63
